date,R_MKT,CSMB,CMH,CIHML
2025-02-03,-0.0491473708172738,-0.02090148376924139,0.06472287278270358,-0.05313032269440808
2025-02-04,0.0350409198878673,0.01839370768029913,0.0014119964582634675,0.008117532413547894
2025-02-05,-0.0434067131564478,-0.000991443780889445,0.015151662308217476,-0.0032042985886918535
2025-02-06,-0.0134031037824831,0.0014471948856608179,-0.0021771821543314293,0.004671112809758141
2025-02-07,-0.0075468284318304,-0.022145324790561475,0.021324978028786714,-0.027896003939297524
2025-02-08,-0.0015564205476581,-0.0018235298600968502,0.0075616312980178345,-0.006996728003263039
2025-02-09,0.0046119993520184,0.0071852352811776505,-0.007745923313340366,-0.002185417468417092
2025-02-10,-0.0010508670619542,0.00977776783866811,0.014809533027798069,-0.02495881806202321
2025-02-11,0.0110536875323413,0.008000132000210214,0.011479168875863938,-0.015894684212804648
2025-02-12,-0.013510013804339,-0.006216780369734223,-0.050653669627055364,0.014108342832010411
2025-02-13,0.0274749356431382,0.009074700451541351,0.003760665260625906,0.011138017135835836
2025-02-14,-0.0126783025005826,-0.010553292958122098,0.016261375430674636,0.01022440255591529
2025-02-15,0.01404462292004,-0.0024273533317626488,0.005584589368977216,0.009055315432059383
2025-02-16,-0.0018058916004346,-0.009499633805992082,0.034621423913944877,-0.013678450260847928
2025-02-17,-0.0139711048565302,-0.0037729951096251504,0.011063779572768315,0.0315004661485817
2025-02-18,-0.0032252490309579,-0.0018777949994666192,-0.02905784425843113,0.007909937533592308
2025-02-19,-0.0115972307046005,0.001485875542723357,0.03986799148932332,-0.054148443646743934
2025-02-20,0.0150206172436368,-0.0014266950994891205,-0.002949012693639029,0.0017258602146409396
2025-02-21,0.0148471337522096,0.00725961263733225,-0.030404921149725317,0.02722558893442461
2025-02-22,-0.026204099812561,0.014061299905083254,0.03351829358105997,-0.010233920915422141
2025-02-23,0.0111092880405093,0.0052949638943971394,-0.02490166399389527,0.025560582816908428
2025-02-24,-0.0013385223722178,-0.0009618152282227094,0.007243524282888296,-0.026893510752368763
2025-02-25,-0.0703296397213008,-0.006672618317850876,0.0129736015076444,0.013739582366658468
2025-02-26,-0.0215733142674038,0.01508074079835522,-0.0005111683780252944,0.010852502106639645
2025-02-27,-0.0503549074286424,0.040349370854899036,0.005522301776678576,-0.02305802071089402
2025-02-28,0.0042232684618543,0.0026072356717428413,-0.006509066969377957,0.001475336011653422
2025-03-01,-0.0068575615898703,0.01420551912529416,-0.03142666941396664,-0.002324031260701487
2025-03-02,0.0162105759499198,0.00932397988419852,-0.025000341089007047,0.04068312944503524
2025-03-03,0.1143920524138251,-0.07285693548966465,-0.0876147539345257,-0.05405219913397413
2025-03-04,-0.1147306337612276,0.025496004443116616,0.047769379490598854,-0.00773814073829171
2025-03-05,0.0143451972463411,-0.051539950632179185,-0.003950061718829412,-0.005642460935695591
2025-03-06,0.0347728014179775,0.031513382125861744,-0.02034148921148545,0.0015374945022168067
2025-03-07,-0.00695589335054,0.013426776736535419,-0.044804528328722164,-0.01594343283020216
2025-03-08,-0.0377132735357707,0.00123074878291584,0.02265186207887345,-0.006124183233209672
2025-03-09,-0.0039974154516423,0.0002988698186553486,-0.0027360697901504492,-0.00887167611384226
2025-03-10,-0.0700370811575169,0.01139987475079618,0.007458545720731152,0.0030165783521766687
2025-03-11,-0.0381104203355866,-0.005220378468831145,0.015915519716729068,0.013083687733490057
2025-03-12,0.0507368507083983,1.7398407629015678e-05,-0.01658245675127215,0.0027168080979092096
2025-03-13,0.0106380820787412,0.006221467021982598,-0.0024895725418504176,0.007988949538905717
2025-03-14,-0.0262944505349476,-0.0012227870071619407,0.008410326759928574,0.01765689813236477
2025-03-15,0.0352398962504592,0.00847974723078937,-0.041693370349487835,0.004649900626933899
2025-03-16,0.0096788114918214,0.02091849392152364,-0.02722794864269512,0.027964276263422183
2025-03-17,-0.0260411482402429,0.009137821055375972,0.0274592969083697,0.006561805594879656
2025-03-18,0.0196963555709566,0.0023667233023851875,-0.004996613209560741,-0.013538908577941761
2025-03-19,-0.013166592372198,-0.013236001270693448,-0.003115016416382182,0.011114518247091552
2025-03-20,0.0517694841685249,0.0009541939083926587,-0.05040355922423983,-0.010620780568769174
2025-03-21,-0.0317940081568827,-0.006601251217014891,0.04192693951729948,0.01371360977635001
2025-03-22,-0.0037187724437002,-0.0057684653735354426,-0.03389694153573308,-0.014102218602987647
2025-03-23,-0.0013981127758032,-0.0005466990780218805,0.00662343047540551,0.0164076308495175
2025-03-24,0.0228225673436451,0.0026469166651060996,-0.01732567379664437,-0.0012509737051987144
2025-03-25,0.0208634576349094,0.023873384194848593,-0.00035914791142690333,0.02560613256535124
2025-03-26,0.0002789789388998,0.02832049623368717,0.011507353267538437,0.03415385714419172
2025-03-27,-0.011954010519403,-0.0022292015301166503,0.009363541146868912,-0.004224269669088027
2025-03-28,0.0037193618532022,-0.006374029074783591,0.010786102724683246,0.0032626473517327705
2025-03-29,-0.0387663220857196,-0.006282429924797328,0.03425566872342077,-0.0001292749688644665
2025-03-30,-0.0249250685618452,-0.004535910803190275,0.01896192771429881,-0.0009584830140267966
2025-03-31,-0.0040246337550386,-0.0039973142707161805,0.012293575484296956,0.026331495579325723
2025-04-01,0.0017439941877097,-0.013453324635970858,0.007721688815633676,0.02443152570597571
2025-04-02,0.0307661963499118,0.013652408998611407,-0.01813104840152817,-0.011001725543417612
2025-04-03,-0.0380630778141878,-0.00929626465813916,0.006296540375180099,-0.01777342883631424
2025-04-04,0.0077774485426661,0.00650732180876131,0.0033474201062632805,-0.03737863320878839
2025-04-05,0.0101578311266654,-0.0092738411355258,-0.02081100871704876,-0.04519173875981025
2025-04-06,-0.0047673053759974,-0.0036541160199342285,-0.00021923942436767943,-0.02371280232883092
2025-04-07,-0.077537038781142,-0.015832199435442673,0.06331126352819794,-0.01925185354774482
2025-04-08,0.0071394418065394,0.025808719316704996,-0.02031486831069853,0.05596347616175655
2025-04-09,-0.0374149996941619,-0.0003062835555020793,0.013133740615543336,-0.005751416725137012
2025-04-10,0.0879645708150565,0.015075630837503254,-0.06710937007685457,-0.009948984009158404
2025-04-11,-0.0416169525474477,0.025009737991112578,0.0049185778598540356,-0.004096595145310779
2025-04-12,0.0431390691918963,0.002167021612349593,-0.021500553871608374,-0.021404513753334607
2025-04-13,0.0297294894588152,0.004066503544179499,-0.03582938441810697,-0.014079093170300535
2025-04-14,-0.0222742317260899,-0.02607769934189646,0.0007662896876294706,-0.03536587597835543
2025-04-15,0.0084784489123667,-0.00635381337751729,-0.005150452675487025,-0.001918368123370143
2025-04-16,-0.013442439976082,-0.0025105233241011424,0.0020582182398982164,-0.004372508736265473
2025-04-17,0.0036346054065766,0.00141992391988592,0.004289778102060084,0.005779162584262015
2025-04-18,0.0095682992668451,0.013741848391167568,0.009378311656623377,0.014330776290555543
2025-04-19,-0.0034797251334499,0.0110321042986386,-0.01352443799951049,0.015129260528885417
2025-04-20,0.0093318856308858,-0.002719538017201423,0.013226618907900388,0.002226636744475796
2025-04-21,-0.0014896472291385,-6.322163236064087e-05,-0.013907975028720612,0.00039722585302961674
2025-04-22,0.0204221227194529,0.0028485238479551787,0.01189993822574245,-0.003127838746853272
2025-04-23,0.069125292414325,0.007447976571351669,-0.0066914530153799195,-0.007157485444405601
2025-04-24,0.0044066115971484,-0.0014953977277755402,-0.019689273743926795,-0.006259167317212485
2025-04-25,0.0022231268475621,0.023591455031570188,-0.009486010567937766,0.0158818002288032
2025-04-26,0.0058324947973098,0.02073333735482781,-0.006156757066777785,0.007959323176021901
2025-04-27,0.0021515795509106,-0.0071805676455803805,-0.018535919887471133,0.0017236845451943429
2025-04-28,-0.0084174672798646,-0.01768379944920288,-0.010033094005672944,-0.013157525182906832
2025-04-29,0.0116897390622381,0.015279198335485779,0.00355227852316194,0.021288795178271674
2025-04-30,-0.0089300717173616,-0.001639875380926711,0.006708582029645813,-0.0020178088885467998
2025-05-01,-0.0025971229834534,0.005140882368134871,0.00996902292687818,0.009433469869168688
2025-05-02,0.02265824457301,0.0010460009290859038,-0.009396139013253747,-0.0037836500405621296
2025-05-03,0.0028559359373629,0.01146089827024677,0.0037950977216942125,0.013241032864597643
2025-05-04,-0.0105118827373826,-0.012865909978177608,-0.00796778724979381,-0.01345477214891117
2025-05-05,-0.0167917405409751,-0.003890752016919949,-0.01157739766570285,-0.0037208019627220992
2025-05-06,0.004440600820211,-0.00988817739670838,0.005048917544147921,-0.00742535849849023
2025-05-07,0.0176208934856969,0.02699300709534616,0.0013890530277554363,0.021877437218783616
2025-05-08,0.0007429815127115,0.004613458184695899,-0.010331459014825965,0.01668089113302963
2025-05-09,0.0793160613590937,-0.02497185097616314,0.03918961577119595,-0.03314972824708523
2025-05-10,0.0094135556748186,0.007318689162950899,-0.007332040835976297,0.001005272801208771
2025-05-11,0.0320550982842137,0.006685201767091628,0.008617579512671607,0.01819434834968442
2025-05-12,-0.0140140537999323,-0.014480191930362145,-0.013624254356348925,-0.0181692543682065
2025-05-13,-0.0051146116609658,0.0019453635032025407,-0.018801228782936663,-0.0050077594490080994
2025-05-14,0.0212420864659261,-0.015065948109780538,0.026222702697467765,-0.012097663640769871
2025-05-15,-0.0116557485960307,-0.008407014635956441,-0.010311873555542885,-0.015332659941133475
2025-05-16,-0.008341126981029,0.006011114947191087,0.0006771416820153843,-0.0012930619225998592
2025-05-17,-0.0027799097656971,-0.00048601433852743167,0.003768509961638658,-0.0004454694940121155
2025-05-18,-0.0074672152341882,-0.0047460666593261095,-0.010090361898025996,-0.0064536244088524725
2025-05-19,0.0301970841585358,0.002128734742045814,0.012806710644272301,0.006138264821682088
2025-05-20,-0.0088122904806667,-0.01328957731414811,-0.0039784886271697385,-0.015125987123890426
2025-05-21,0.0082960645499687,-0.0007039766412017109,-0.007096978596488291,0.0030590388187972423
2025-05-22,0.0243456414559192,0.0030590799606429013,0.017902090668084666,0.005006251765973302
2025-05-23,0.0229614054800963,0.03904568170514506,0.034492235432466066,0.04578840962411897
2025-05-24,-0.043511975967464,-0.0016356181647438073,0.0075418229585006505,-0.010199298284969092
2025-05-25,0.0054099562969992,0.007229756725333053,0.013213885748084585,0.010075995051352043
2025-05-26,0.0099963809095874,-0.0004472449185172669,0.04241018175618161,0.06207669002227877
2025-05-27,0.0023916854377405,-0.0005661723454997002,0.009829153836687914,-0.02950257440571489
2025-05-28,0.0022943156946197,-0.0037532417452968616,-0.041456855072728144,-0.0317890257767689
2025-05-29,-0.009301535957722,0.024687677314648798,0.003479660378051714,0.0033535268376387074
2025-05-30,-0.0209904160798097,0.0026219108454201383,0.0004349876089917472,-0.03660540537497723
2025-05-31,-0.0237599914443565,-0.017333190418355973,0.03766288356533354,0.04110178240985939
2025-06-01,0.0055481990109239,0.01580036214021865,0.008542334617558243,0.011900826363333724
2025-06-02,0.0085274062771445,-0.00336558788852407,0.0008781152351912055,0.01907508630695199
2025-06-03,0.0055183052360123,-0.0023012505646040713,0.005025118740058553,0.03393419672124623
2025-06-04,-0.0034215687042142,0.0035572696861222598,-0.002865489187409025,-0.005546216945889682
2025-06-05,-0.0062555417323766,-0.015534272540913928,0.0017099558672357684,-0.015450501108939897
2025-06-06,-0.0386766956087077,0.0032075996099394655,0.008517014731170655,0.003511564522398411
2025-06-07,0.0267258980162535,0.0006484790771701283,-0.035025262914105126,-0.023401106151530817
2025-06-08,0.0134824846619629,0.00222777310855082,0.01255868035261332,0.014383976267308404
2025-06-09,0.0024362875403472,-0.005155473145762207,-0.005884834158454137,-0.007898708164099315
2025-06-10,0.0435074450605701,-0.009779330159171276,-0.007098761803668446,0.02728000964237172
2025-06-11,0.0073277072758444,0.0018919619298213598,0.0037307662278800863,0.03383970320982804
2025-06-12,-0.0153079367483232,-0.009756786246338859,0.0061291849197187,-0.0017036046497033441
2025-06-13,-0.0316224487219388,-0.004496054124778007,0.03102965865742411,0.006282692694645792
2025-06-14,-0.0023791408253057,-0.010273668073091928,0.029887993079662167,0.01682209563579876
2025-06-15,-0.0088043058794246,-0.0006044775919213201,-0.0028589666198477644,-0.020728467420474374
2025-06-16,0.0040768420216074,-0.005592808090606822,0.010344851666791792,0.0027610960898853537
2025-06-17,0.0094800986294251,0.0014994556458296105,0.017417639473017752,0.007873717003760144
2025-06-18,-0.0205985439728065,-0.002914251772107964,0.00300784576079733,-0.02443170603487852
2025-06-19,0.0025136572427149,0.0052155365442191,0.005535510061713049,-0.005497198366141321
2025-06-20,-0.0017395510547529,0.011141059037682739,0.014262869299872725,-0.034991623903537966
2025-06-21,-0.0188445334331457,0.005749354222302702,-0.0007523875487434953,-0.03492771468777006
2025-06-22,-0.0176502953804444,-0.003978718752874186,0.030571921074500002,0.02042831894563353
2025-06-23,-0.0150097574719568,-0.01594608428571303,0.00021533506193864224,0.029355992551447035
2025-06-24,0.0508756706604534,0.029389928819119372,-0.043692542422981706,0.017648935044381683
2025-06-25,0.0074249412997374,0.00573310836525813,-0.008642471277392384,-0.012083650638044223
2025-06-26,0.0066547223445291,-0.02108031482069606,0.01353495380046731,-0.014581417016368389
2025-06-27,-0.0065106266647486,-0.013376206991865276,0.026355805527364027,-0.017445650703102104
2025-06-28,0.0034520818670565,0.0007816331458463301,-0.005907673783850454,0.005542589891424119
2025-06-29,0.0054415408734293,0.0019611239040721196,-0.02322119873320881,0.006275201748195135
2025-06-30,0.0125359384271753,0.0030257625785699016,-0.009674091687673223,0.019640931390098367
2025-07-01,-0.0086874956206219,-0.022957852713095802,0.013983167759981667,-0.012528376280168946
2025-07-02,-0.0188603551373378,-0.004538751479664836,0.015218460032167144,-0.022485075041941964
2025-07-03,0.0345279460879202,0.010934319450906449,-0.026902111714918783,0.024579056048082436
2025-07-04,0.0074878846708627,0.010684932578995363,-0.012882888343352824,0.0032484502052265215
2025-07-05,-0.0184246502592616,-0.005474324618146974,0.020456732894849665,-0.002832631564131688
2025-07-06,0.0021686869091011,-0.0014744084801010782,0.0015343443450138209,-0.003301596737294096
2025-07-07,0.0124027518326295,0.0001319088840738107,-0.008914467432797559,0.008533441666949358
2025-07-08,-0.008923833369258,0.0015117830130729482,0.010623887958330122,-0.021441327870613158
2025-07-09,0.0097607313165612,0.03658298480174066,-0.037771940993160884,0.02573165671376998
2025-07-10,0.0274580081043725,-0.0099379728472621,0.00346508602116042,0.01354224190151685
2025-07-11,0.0446994376695484,-0.012049643899876644,-0.02539441903328394,0.0390179122326569
2025-07-12,0.0150630463110955,0.0070831478279630815,0.0022244819831919067,0.026669962844631148
2025-07-13,-0.0014065599147808,0.0030090511276435793,-0.011044024612321235,0.04088900021274988
2025-07-14,0.0157003711719256,0.0015880968885741281,0.06334075150955878,0.06909649421611519
2025-07-15,0.008237726652702,0.01322454221766367,0.01251098031608276,-0.017988318420585507
2025-07-16,-0.0074822176975628,0.01677513444352072,-0.010340093821398725,-0.000804084380917659
2025-07-17,0.0200625615573076,-0.019272976883713776,-0.024066809977387228,-0.03768108942618013
2025-07-18,0.0182152914310636,0.009995747675527217,0.035006603310920405,0.011252606156573343
2025-07-19,-0.0053851734555134,-0.013949949159806034,-0.05107310007342734,-0.053841966054199164
2025-07-20,0.0024329925630452,0.02341232534553474,-0.014586673500555768,0.007769125659677062
2025-07-21,0.0072636613296858,-0.002792142981889529,0.013060135154627069,-0.0028591087673813
2025-07-22,0.0052133579740187,-0.012128983992251879,0.02035777972196035,-0.033841402525219694
2025-07-23,0.0170137553658063,-0.004720963103456989,-0.007199786411095683,0.011444592718093297
2025-07-24,-0.0253682241699128,-0.004293556850575989,-0.05470678157416601,-0.00956327666139948
2025-07-25,-0.002503837831794,0.0032532127047374994,0.0013549733225132268,-0.015794875405583456
2025-07-26,-0.0006876327503227,0.024101253349093063,0.002802300692525732,0.03212696683497347
2025-07-27,0.0037156747111391,0.026540094047449548,0.016184599072437668,0.0043167977785523864
2025-07-28,0.0185323620069649,0.004797360327465264,0.012040759892456194,-0.007652672698485134
2025-07-29,-0.0179278523466272,-0.017282840413686086,-0.03358112866921263,0.001292100310699748
2025-07-30,-0.0014514375809383,0.00371804275879015,-0.008406241833074578,5.5217989353311715e-06
2025-07-31,-0.002585546626817,0.00569438319619619,-0.002390237423739809,-0.004184207298966692
2025-08-01,-0.0204330593815306,-0.0014607558506454787,-0.009414538605572356,-0.005800344566807728
2025-08-02,-0.0285614054179995,0.006803287964224178,-0.012947424356630485,-0.023268001763819414
2025-08-03,-0.0150237165687035,0.0005871780244668008,-0.03066505317795205,0.007453304785428858
2025-08-04,0.0212492528218168,0.010170520711195105,0.021300933342073475,0.014886761700477046
2025-08-05,0.0198556066392151,0.005202622210195226,0.014262306791560913,-0.010502585017114489
2025-08-06,-0.0152222636128592,-0.011510080218499603,-0.005724530529721977,-0.015710465901143573
2025-08-07,0.0109085151673419,0.004358723833374874,-0.0008232705355755258,0.00800061770991813
2025-08-08,0.0340802778572565,-0.004655242292846064,0.024420918047734178,-0.0023404807496522836
2025-08-09,-0.0002008959968183,0.014307417624961261,0.0018624041628335294,0.009048799573994942
2025-08-10,0.0089209512520194,-0.00433393348091457,-0.00351145382630157,-0.005256860276540159
2025-08-11,0.0153736701104715,-0.00579054567887201,-0.005322111107248694,0.008318678981050182
2025-08-12,-0.0081118775195637,-0.007147493559204198,0.00036047513840056084,-0.027726060057730637
2025-08-13,0.0299134315003323,-0.004253616882053113,0.006353266976877547,0.008868996646352795
2025-08-14,0.0274404576362246,-0.02013609933831823,-0.0037377889270524683,-0.0010304414076588025
2025-08-15,-0.0420127349044655,-0.02639831163317083,-0.022059465456728947,-0.021829580008895573
2025-08-16,-0.0104503974612432,0.0006240012226794499,-0.007768025608469869,0.014100522345120457
2025-08-17,0.0012582574796279,0.00566396224885695,0.012538710823346367,-0.0006513547197136513
2025-08-18,0.0038827384792293,-0.01898362525514719,0.016475060272167538,-0.006940713703306465
2025-08-19,-0.0166565265468324,-0.007331367853978785,0.013785271059187414,-0.025924624179844095
2025-08-20,-0.037428092003379,0.0017031048869052198,-0.001516962788041129,-0.008326971398783078
2025-08-21,0.0252547946776148,-0.004878115496054797,-0.0027467810316413807,0.003735223131089746
2025-08-22,-0.0201443318572309,0.025214855165582896,-0.002991636027471666,-0.001631959987931711
2025-08-23,0.0615769130671393,-0.011420780914002629,-0.006225402088025064,0.009215419592946694
2025-08-24,-0.0118984217314212,0.012123281798099551,0.008217658702550822,0.009192362340600835
2025-08-25,-0.0115667352990851,-0.01819990296285361,0.011483070912874817,0.0054884206659436465
2025-08-26,-0.0469893253341864,0.004023715003062006,0.02304523296303239,0.007638231908517527
2025-08-27,0.0258744528297182,0.011485833737114634,0.11226785700732164,0.06108344139358617
2025-08-28,-0.007342087540217,0.02641160822595149,0.13284812273390953,-0.0007599500715775292
2025-08-29,0.0112547238770856,0.01991848548511763,0.12081518598895671,-0.005861316958873684
2025-08-30,-0.0374059357376311,-0.019034207262168173,-0.043112108873195484,-0.009760059470685777
2025-08-31,0.0031295012084498,0.015228353715350751,0.031127442609927686,0.002351580060695375
2025-09-01,-0.0047607205926791,-0.008893885744310279,-0.008966087174156489,0.0013336230123287517
2025-09-02,0.0006277070069893,0.0002983600512352219,-0.047513307441495116,-0.013435268562573797
2025-09-03,0.0185271074967416,0.003463569306407302,-0.016796926071336635,0.008890442058938068
2025-09-04,0.0084647502911726,0.0024574877700636304,0.03046821256886786,0.004467865349586328
2025-09-05,-0.016215129195004,-0.0016048271381138395,-0.0189254897110734,0.00317264424187751
2025-09-06,0.0016540548782061,0.004340764050339641,-0.007759602059080147,0.0210311773816117
2025-09-07,-0.0047628012420903,0.01854137093563609,0.004506103757307122,0.007646244729017643
2025-09-08,0.0113517967889507,-0.011765960094696616,-0.014877881952271918,-0.012800952889946638
2025-09-09,0.010046641720339,-0.01465624095903795,-0.02033551311544389,0.029265937901544855
2025-09-10,-0.0024411094753681,-0.008854788084960166,0.007288622374454043,0.019211737448149642
2025-09-11,0.0196836105342457,0.010726445103666785,-0.008132436608156126,0.011136964966641596
2025-09-12,0.0168716873331939,-0.014343308025753098,-0.01123914123591721,-0.0010327426119508473
2025-09-13,0.0171709788544854,-0.011396565762902381,-0.021890319737162885,-0.04245449782937922
2025-09-14,-0.0010428536508362,0.010756121179881626,-0.013526975018760795,-0.007065205980649211
2025-09-15,-0.0098251309775859,-0.010920717215272387,-0.007545654622349105,-0.005159561780352935
2025-09-16,-0.0054001305167695,-0.003084426039928808,-0.00010469002303034602,0.01042452322187588
2025-09-17,0.0108100722924986,0.0012548086363518996,0.008689919257643008,-0.0050066121925216745
2025-09-18,0.0063069720952648,-0.0033278341623513077,0.024354623032582012,0.010097173135676298
2025-09-19,0.0045410891967644,0.009334680050635782,0.005954146678611435,0.007061416221006344
2025-09-20,-0.0175076127273987,-0.00447315775060745,-0.007936996311893634,-0.007316768318340109
2025-09-21,0.0028483933650494,-0.00343739355538153,0.0033324774374467367,-0.02626045991873826
2025-09-22,-0.0055090100061659,0.002852647841325759,-0.0047013788458537195,-0.03193823508601365
2025-09-23,-0.0333423967144148,0.005854535244404803,0.007192823068960422,-0.014216841311645904
2025-09-24,-0.0071139957335047,0.01760973566403825,0.010585519986090041,-0.014922824718929235
2025-09-25,0.0093798271702286,-0.004398830857197029,-0.00204516164930635,0.009179172255968789
2025-09-26,-0.049162055646085,0.0043605696791633175,-0.03726791189345496,-0.030458201167723534
2025-09-27,0.0152507484642913,-0.010730261910514079,0.008844073081995502,0.03847364146017194
2025-09-28,-0.0001254364143554,-0.0095952873863757,-0.0011195044726403595,0.00558052929278018
2025-09-29,0.0240447839413408,0.0047931954461740145,0.019990413677098473,0.008255923396134079
2025-09-30,0.0174410086147365,0.010752964577460888,0.049131765955480806,-0.00896797152462963
2025-10-01,-0.0068430005787191,0.014124226037199651,-0.001704724754364501,0.005107277341579529
2025-10-02,0.0413808495603767,0.05042437503552264,0.10047632194775356,0.03891255990304316
2025-10-03,0.0226829648511798,-0.0048194395818188795,0.021957052681773337,0.020426718185128666
2025-10-04,0.0136210105302523,-0.005856843560403739,0.005472875905204886,-0.02919698373081764
2025-10-05,-0.0049077554721148,0.018656148302424173,0.0534290598429152,0.01924505993922449
2025-10-06,0.0073712705846147,0.001506482732924061,0.013052570782108482,0.0027017104198499564
2025-10-07,0.0167835073407557,-0.014611117289364513,-0.026141808334467567,-0.013143551231399743
2025-10-08,-0.029350964027633,-0.03049711869995988,-0.007424093497527692,-0.05087072283754193
2025-10-09,0.01610280450698,0.021794339156046325,0.04717377412445081,0.03814985490920991
2025-10-10,-0.0199987905224453,0.03391317507665823,0.03641591952587736,0.03297288503279295
2025-10-11,-0.1014267788354328,-0.06540810450812493,0.09818747705008138,-0.0770171107103099
2025-10-12,-0.0155133619482198,0.04591143461332052,0.03562875941833025,0.06958553621586279
2025-10-13,0.0579698573667241,-0.019529719344973107,-0.05782475621718071,-0.018912191546570783
2025-10-14,0.0084865006350446,0.0008559197579196542,-0.045178209017832836,0.006792115836861231
2025-10-15,-0.0253515373308176,0.005124642836039882,0.0235600575401576,0.0009571751270103027
2025-10-16,-0.0255495150530736,-0.006221705682308322,0.011691010898374744,-0.0172933491434907
2025-10-17,-0.0254877444951278,-0.0186022989133137,-0.00417985074732951,-0.020875849050142017
2025-10-18,-0.0188496351903109,0.001461202679288752,0.012679161021074154,0.0068651628918651696
2025-10-19,0.010901429200391,-0.0059663979228461814,-0.011124432002318692,-0.00463759072113297
2025-10-20,0.0115129659226456,0.0028828134099806377,0.006391777810588174,0.00642233991820243
2025-10-21,0.0180567837472426,0.0025899927870228698,0.016358005811690134,0.020936589804618728
2025-10-22,-0.0235595705145169,0.004137449858776777,0.03200634182375316,-0.008599408998383202
2025-10-23,-0.0090071193097563,-0.01870284460044913,-0.020100163813485568,-0.02141232750902654
2025-10-24,0.0234728341967286,-0.004017939382364805,-0.05210339668803308,0.009614851139502341
2025-10-25,0.0111128686798559,0.021180578303891664,0.026082606269920733,0.02001190630866997
2025-10-26,0.0067424926162612,-0.005443168807006323,-0.05621662681346109,0.006180813869812085
2025-10-27,0.029608643428488,0.02310282685157357,0.04158696085447707,0.0350035897934739
2025-10-28,-0.00572974320872,0.004949358059784786,0.02219268706285151,0.0008417158470767046
2025-10-29,-0.0158143403830376,-0.002407793635714594,-0.003225964014768899,0.027288507877280196
2025-10-30,-0.0206227374357126,0.02106148144772728,0.02298408702356032,0.023654995826785225
2025-10-31,-0.0220934995527156,-0.0025237210519985787,0.027362830232711074,-0.010012030869039186
2025-11-01,0.0123248935221792,0.020898122536036585,0.020794956800891534,-0.014911728184121939
2025-11-02,0.0045988839357662,0.014572472627486156,0.007032951924998577,-0.004664439802081595
2025-11-03,0.004112527789729,-0.009935312658017148,-0.0015488876252573187,-0.006785087882243995
2025-11-04,-0.0533998841086681,-0.012906183576951821,0.06333754020779168,-0.012437994830022614
2025-11-05,-0.0544789020994517,0.00997541528906886,0.015037965358512997,0.014623549752242799
2025-11-06,0.0289848437384566,0.005004054571420488,-0.004176402641675861,0.013179438711585757
2025-11-07,-0.0276190128420349,0.012938237806393527,0.021095336306670796,0.016161767764869845
2025-11-08,0.0287172100787913,0.04253855354655564,-0.005215290071195519,0.04964200851585271
2025-11-09,-0.0105743250031124,0.0007309785198353277,-0.009350814570512914,-0.010888492887338043
2025-11-10,0.026949172093449,-0.010791108302208944,0.009392436403749455,-0.013439903770234048
2025-11-11,0.0118963835915321,0.00798056136372086,-0.017850833491102697,0.049115975846788944
2025-11-12,-0.0348325426193684,-0.016904629884374175,-0.0053472578379275965,-0.013266124341320268
2025-11-13,-0.0100396411064587,0.007315796791098306,0.008878879590314425,-0.007160574103285342
2025-11-14,-0.0279609907959631,0.010160224735315995,0.03652464940913276,0.014194258427487227
2025-11-15,-0.0451388266600626,0.003536170081413645,0.02925783924562576,-0.02423161413325378
2025-11-16,0.0123298767952595,0.012505580337397022,0.019745557246189056,0.00406575620325633
2025-11-17,-0.0154864292571209,-0.024571629850065137,0.013431904021722195,-0.0005287852830308075
2025-11-18,-0.0237659080744283,0.003539231167839052,0.008901344273488966,0.0146442797918176
2025-11-19,0.0165132950699361,0.013360109093879982,-0.014738399969928175,-0.014837307194715307
2025-11-20,-0.0213556700792395,-0.018964572145364584,0.014171277698706505,0.013884247789180633
2025-11-21,-0.0532929277743711,-0.010311096471876127,0.01482678504137721,-0.0019477369828259858
2025-11-22,-0.022083003155745,0.037742393849139105,0.024952744089618322,-0.026746388131950072
2025-11-23,-0.0036818071268745,0.026067526108620842,-0.0019131142892796476,-0.05284773324812251
2025-11-24,0.0231470077405408,0.014620084015116119,-0.011968792575692288,-0.02030330425387189
2025-11-25,0.0272572759343083,-0.012563164683412169,-0.051028272444022665,-0.016166302690894214
2025-11-26,-0.0071998391068735,0.019446822593489003,-0.0067886222948956645,-0.009657230401932428
2025-11-27,0.0312467793003858,-0.011751700623020767,-0.01801802565750479,0.00012693889926887816
2025-11-28,0.0047097879675085,0.002016047434822285,0.0019103116178887866,-0.00802686469916168
2025-11-29,-0.0046060373838183,-0.01861104683789815,0.009530650646373248,0.014296211284598764
2025-11-30,-0.0035856301570016,0.0035436416388907807,0.002317643736256602,-0.02325558665332011
2025-12-01,-0.0055335284232601,-0.008547614786526901,-0.00557494176749461,-0.03510392413225457
